ProjectName;Filename;Classname;LOC;Visibility;IsMock;Extensions;Implementations;PrivateMethods;ProtectedMethods;PackageMethods;PublicMethods;TotalMethods;IsStaticClass;MethodOverrides
spring-boot;spring-boot/spring-boot-project/spring-boot-devtools/src/test/java/org/springframework/boot/devtools/test/MockClientHttpRequestFactory.java;MockClientHttpRequestFactory;102;public;True;0;1;0;0;0;6;6;False;1
spring-boot;spring-boot/spring-boot-project/spring-boot-devtools/src/test/java/org/springframework/boot/devtools/test/MockClientHttpRequestFactory.java;MockRequest;20;private;True;1;0;0;1;0;0;1;False;1
spring-boot;spring-boot/spring-boot-project/spring-boot-devtools/src/test/java/org/springframework/boot/devtools/restart/MockRestartInitializer.java;MockRestartInitializer;8;public;True;0;1;0;0;0;1;1;False;1
spring-boot;spring-boot/spring-boot-project/spring-boot-devtools/src/test/java/org/springframework/boot/devtools/restart/server/RestartServerTests.java;MockRestartServer;17;package;True;1;0;0;1;0;0;1;True;1
spring-boot;spring-boot/spring-boot-project/spring-boot-devtools/src/test/java/org/springframework/boot/devtools/env/DevToolsHomePropertiesPostProcessorTests.java;MockDevToolHomePropertiesPostProcessor;8;private;True;1;0;0;1;0;0;1;False;1
spring-boot;spring-boot/spring-boot-project/spring-boot-devtools/src/test/java/org/springframework/boot/devtools/env/DevToolPropertiesIntegrationTests.java;MockInitializer;8;package;True;0;1;0;0;0;1;1;True;1
spring-boot;spring-boot/spring-boot-project/spring-boot-devtools/src/test/java/org/springframework/boot/devtools/tunnel/server/SocketTargetServerConnectionTests.java;MockServer;81;package;True;0;0;0;0;7;0;7;True;0
spring-boot;spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/ResourceBannerTests.java;MockResourceBanner;31;package;True;1;0;0;3;0;0;3;True;3
spring-boot;spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/context/config/DelegatingApplicationContextInitializerTests.java;MockInitA;9;package;True;0;1;0;0;0;1;1;True;1
spring-boot;spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/context/config/DelegatingApplicationContextInitializerTests.java;MockInitB;10;package;True;0;1;0;0;0;1;1;True;1
spring-boot;spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/context/config/DelegatingApplicationListenerTests.java;MockInitA;11;package;True;0;1;0;0;0;1;1;True;1
spring-boot;spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/context/config/DelegatingApplicationListenerTests.java;MockInitB;12;package;True;0;1;0;0;0;1;1;True;1
spring-boot;spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/context/properties/source/MockConfigurationPropertySource.java;MockConfigurationPropertySource;75;public;True;0;1;2;0;0;7;9;False;4
spring-boot;spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/web/servlet/mock/MockServlet.java;MockServlet;8;public;True;1;0;0;0;0;1;1;False;1
spring-boot;spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/web/servlet/mock/MockFilter.java;MockFilter;16;public;True;0;1;0;0;0;3;3;False;3
spring-boot;spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/origin/MockOrigin.java;MockOrigin;35;public;True;0;1;0;0;0;4;4;False;3
spring-framework;spring-framework/spring-context-support/src/test/java/org/springframework/mail/javamail/JavaMailSenderTests.java;MockJavaMailSender;10;private;True;1;0;0;1;0;0;1;True;1
spring-framework;spring-framework/spring-context-support/src/test/java/org/springframework/mail/javamail/JavaMailSenderTests.java;MockTransport;79;private;True;1;0;0;0;0;10;10;True;3
spring-framework;spring-framework/spring-tx/src/test/java/org/springframework/transaction/MockJtaTransaction.java;MockJtaTransaction;41;public;True;0;1;0;0;0;8;8;False;7
spring-framework;spring-framework/spring-tx/src/test/java/org/springframework/transaction/MockCallbackPreferringTransactionManager.java;MockCallbackPreferringTransactionManager;39;public;True;0;1;0;0;0;6;6;False;4
spring-framework;spring-framework/spring-tx/src/test/java/org/springframework/transaction/jta/MockUOWManager.java;MockUOWManager;99;public;True;0;1;0;0;0;14;14;False;11
spring-framework;spring-framework/spring-web/src/test/java/org/springframework/core/task/MockRunnable.java;MockRunnable;14;public;True;0;1;0;0;0;2;2;False;1
spring-framework;spring-framework/spring-web/src/test/java/org/springframework/web/context/ContextLoaderInitializerTests.java;MyMockServletContext;8;private;True;1;0;0;0;0;1;1;False;1
spring-framework;spring-framework/spring-web/src/test/java/org/springframework/web/jsf/MockLifecycle.java;MockLifecycle;24;public;True;1;0;0;0;0;5;5;False;5
spring-framework;spring-framework/spring-web/src/test/java/org/springframework/web/jsf/MockFacesContext.java;MockFacesContext;107;public;True;1;0;0;0;0;21;21;False;19
spring-framework;spring-framework/spring-web/src/test/java/org/springframework/web/multipart/commons/CommonsMultipartResolverTests.java;MockCommonsMultipartResolver;40;public;True;1;0;0;2;0;0;2;True;1
spring-framework;spring-framework/spring-web/src/test/java/org/springframework/web/multipart/commons/CommonsMultipartResolverTests.java;MockFileItem;102;private;True;0;1;0;0;0;17;17;True;17
spring-framework;spring-framework/spring-web/src/test/java/org/springframework/web/filter/DelegatingFilterProxyTests.java;MockFilter;21;public;True;0;1;0;0;0;3;3;True;3
spring-framework;spring-framework/spring-web/src/test/java/org/springframework/web/filter/CompositeFilterTests.java;MockFilter;19;public;True;0;1;0;0;0;3;3;True;3
spring-framework;spring-framework/spring-web/src/test/java/org/springframework/http/MockHttpInputMessage.java;MockHttpInputMessage;29;public;True;0;1;0;0;0;2;2;False;2
spring-framework;spring-framework/spring-web/src/test/java/org/springframework/http/client/InterceptingClientHttpRequestFactoryTests.java;RequestFactoryMock;10;private;True;0;1;0;0;0;1;1;False;1
spring-framework;spring-framework/spring-web/src/test/java/org/springframework/http/client/InterceptingClientHttpRequestFactoryTests.java;RequestMock;54;private;True;0;1;0;0;0;8;8;False;6
spring-framework;spring-framework/spring-web/src/test/java/org/springframework/http/client/InterceptingClientHttpRequestFactoryTests.java;ResponseMock;37;private;True;0;1;0;0;0;6;6;True;6
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockJspWriter.java;MockJspWriter;185;public;True;1;0;0;1;0;26;27;False;26
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockSessionCookieConfig.java;MockSessionCookieConfig;96;public;True;0;1;0;0;0;14;14;False;14
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockRequestDispatcher.java;MockRequestDispatcher;54;public;True;0;1;0;1;0;2;3;False;2
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockFilterChain.java;MockFilterChain;133;public;True;0;1;1;0;0;4;5;False;1
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockMultipartHttpServletRequest.java;MockMultipartHttpServletRequest;116;public;True;1;1;0;0;0;10;10;False;9
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockServletConfig.java;MockServletConfig;70;public;True;0;1;0;0;0;5;5;False;4
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockFilterConfig.java;MockFilterConfig;70;public;True;0;1;0;0;0;5;5;False;4
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockPart.java;MockPart;97;public;True;0;1;0;0;0;11;11;False;10
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockBodyContent.java;MockBodyContent;190;public;True;1;0;1;0;0;28;29;False;28
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockServletContext.java;MockServletContext;659;public;True;0;1;0;1;0;73;74;False;59
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockHttpServletResponse.java;MockHttpServletResponse;761;public;True;0;1;10;0;0;61;71;False;37
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockAsyncContext.java;MockAsyncContext;136;public;True;0;1;0;0;0;16;16;False;13
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockHttpServletRequest.java;MockHttpServletRequest;1308;public;True;0;1;5;1;0;121;127;False;69
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockMultipartFile.java;MockMultipartFile;106;public;True;0;1;0;0;0;8;8;False;8
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockPageContext.java;MockPageContext;334;public;True;1;0;0;0;0;30;30;False;27
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockHttpSession.java;MockHttpSession;258;public;True;0;1;1;0;0;24;25;False;17
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockExpressionEvaluator.java;MockExpressionEvaluator;49;public;True;0;0;0;1;0;2;3;False;2
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockCookie.java;MockCookie;118;public;True;1;0;1;0;0;5;6;False;0
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/server/MockServerWebExchange.java;MockServerWebExchange;101;public;True;1;0;0;0;0;5;5;False;1
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/server/MockWebSession.java;MockWebSession;81;public;True;0;1;0;0;0;12;12;False;12
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/http/server/reactive/MockServerHttpResponse.java;MockServerHttpResponse;104;public;True;1;0;0;5;0;5;10;False;7
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/http/server/reactive/MockServerHttpRequest.java;MockServerHttpRequest;541;public;True;1;0;0;2;0;15;17;False;8
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/http/client/reactive/MockClientHttpRequest.java;MockClientHttpRequest;113;public;True;1;0;0;2;0;9;11;False;8
spring-framework;spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/http/client/reactive/MockClientHttpResponse.java;MockClientHttpResponse;102;public;True;0;1;2;0;0;10;12;False;6
spring-framework;spring-framework/spring-test/src/test/java/org/springframework/test/web/servlet/setup/StandaloneMockMvcBuilderTests.java;TestStandaloneMockMvcBuilder;14;private;True;1;0;0;1;0;0;1;True;1
spring-framework;spring-framework/spring-test/src/test/java/org/springframework/test/web/servlet/setup/ConditionalDelegatingFilterProxyTests.java;MockFilter;29;private;True;0;1;0;0;0;3;3;True;3
spring-framework;spring-framework/spring-test/src/test/java/org/springframework/test/web/reactive/server/MockServerSpecTests.java;TestMockServerSpec;12;private;True;1;0;0;1;0;0;1;True;1
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/context/web/socket/MockServerContainerContextCustomizerFactory.java;MockServerContainerContextCustomizerFactory;39;package;True;0;1;1;0;0;1;2;False;1
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/context/web/socket/MockServerContainer.java;MockServerContainer;99;package;True;0;1;0;0;0;15;15;False;15
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/context/web/socket/MockServerContainerContextCustomizer.java;MockServerContainerContextCustomizer;24;package;True;0;1;0;0;0;3;3;False;3
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/MockMvcBuilderSupport.java;MockMvcBuilderSupport;39;public;True;0;0;0;1;0;0;1;False;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/MockMvcBuilderSupport.java;MockMvcBuildException;7;private;True;1;0;0;0;0;0;0;True;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/MockMvc.java;MockMvc;161;public;True;0;0;2;0;3;2;7;False;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/result/MockMvcResultMatchers.java;MockMvcResultMatchers;221;public;True;0;0;0;0;0;20;20;False;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/result/MockMvcResultHandlers.java;MockMvcResultHandlers;100;public;True;0;0;0;0;0;4;4;False;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/setup/MockMvcBuilders.java;MockMvcBuilders;44;public;True;0;0;0;0;0;2;2;False;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/setup/MockMvcConfigurerAdapter.java;MockMvcConfigurerAdapter;13;public;True;0;1;0;0;0;2;2;False;2
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/setup/StandaloneMockMvcBuilder.java;StandaloneMockMvcBuilder;495;public;True;1;0;3;2;0;21;26;False;1
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/setup/AbstractMockMvcBuilder.java;AbstractMockMvcBuilder;116;public;True;1;1;0;2;0;9;11;False;8
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/setup/DefaultMockMvcBuilder.java;DefaultMockMvcBuilder;39;public;True;1;0;0;1;0;0;1;False;1
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/request/MockHttpServletRequestBuilder.java;MockHttpServletRequestBuilder;772;public;True;0;2;8;1;0;32;41;False;5
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/request/MockMultipartHttpServletRequestBuilder.java;MockMultipartHttpServletRequestBuilder;111;public;True;1;0;0;1;0;4;5;False;2
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/request/MockMvcRequestBuilders.java;MockMvcRequestBuilders;233;public;True;0;0;0;0;0;22;22;False;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/htmlunit/MockMvcWebConnectionBuilderSupport.java;MockMvcWebConnectionBuilderSupport;124;public;True;0;0;1;1;0;4;6;False;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/htmlunit/MockWebResponseBuilder.java;MockWebResponseBuilder;68;package;True;0;0;3;0;0;1;4;False;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/htmlunit/MockMvcWebConnection.java;MockMvcWebConnection;138;public;True;0;1;3;0;1;3;7;False;2
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/htmlunit/MockMvcWebClientBuilder.java;MockMvcWebClientBuilder;88;public;True;1;0;0;0;0;5;5;False;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/htmlunit/HtmlUnitRequestBuilder.java;HtmlUnitMockHttpServletRequest;23;private;True;1;0;0;0;0;1;1;False;1
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/htmlunit/HtmlUnitRequestBuilder.java;HtmlUnitMockHttpSession;23;private;True;1;0;0;0;0;1;1;False;1
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/htmlunit/webdriver/MockMvcHtmlUnitDriverBuilder.java;MockMvcHtmlUnitDriverBuilder;107;public;True;1;0;0;0;0;6;6;False;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/reactive/server/DefaultMockServerSpec.java;DefaultMockServerSpec;17;package;True;1;0;0;1;0;0;1;False;1
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/reactive/server/AbstractMockServerSpec.java;AbstractMockServerSpec;74;package;True;0;1;1;1;0;5;7;False;5
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/client/MockRestServiceServer.java;MockRestServiceServer;267;public;True;0;0;0;0;0;10;10;False;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/client/MockRestServiceServer.java;MockClientHttpRequestFactory;32;private;True;0;2;1;0;0;2;3;False;2
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/client/MockMvcClientHttpRequestFactory.java;MockMvcClientHttpRequestFactory;66;public;True;0;2;2;0;0;2;4;False;2
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/client/response/MockRestResponseCreators.java;MockRestResponseCreators;96;public;True;0;0;0;0;0;11;11;False;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/test/web/client/match/MockRestRequestMatchers.java;MockRestRequestMatchers;210;public;True;0;0;2;0;0;16;18;False;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockJspWriter.java;MockJspWriter;185;public;True;1;0;0;1;0;26;27;False;26
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockSessionCookieConfig.java;MockSessionCookieConfig;96;public;True;0;1;0;0;0;14;14;False;14
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockRequestDispatcher.java;MockRequestDispatcher;54;public;True;0;1;0;1;0;2;3;False;2
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockFilterChain.java;MockFilterChain;133;public;True;0;1;1;0;0;4;5;False;1
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockMultipartHttpServletRequest.java;MockMultipartHttpServletRequest;116;public;True;1;1;0;0;0;10;10;False;9
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockServletConfig.java;MockServletConfig;70;public;True;0;1;0;0;0;5;5;False;4
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockFilterConfig.java;MockFilterConfig;70;public;True;0;1;0;0;0;5;5;False;4
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockPart.java;MockPart;97;public;True;0;1;0;0;0;11;11;False;10
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockBodyContent.java;MockBodyContent;190;public;True;1;0;1;0;0;28;29;False;28
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockServletContext.java;MockServletContext;659;public;True;0;1;0;1;0;73;74;False;59
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockHttpServletResponse.java;MockHttpServletResponse;761;public;True;0;1;10;0;0;61;71;False;37
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockAsyncContext.java;MockAsyncContext;136;public;True;0;1;0;0;0;16;16;False;13
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockHttpServletRequest.java;MockHttpServletRequest;1308;public;True;0;1;5;1;0;121;127;False;69
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockMultipartFile.java;MockMultipartFile;106;public;True;0;1;0;0;0;8;8;False;8
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockPageContext.java;MockPageContext;334;public;True;1;0;0;0;0;30;30;False;27
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockHttpSession.java;MockHttpSession;258;public;True;0;1;1;0;0;24;25;False;17
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockExpressionEvaluator.java;MockExpressionEvaluator;49;public;True;0;0;0;1;0;2;3;False;2
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockCookie.java;MockCookie;118;public;True;1;0;1;0;0;5;6;False;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/reactive/function/server/MockServerRequest.java;MockServerRequest;531;public;True;0;1;0;0;0;25;25;False;24
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/reactive/function/server/MockServerRequest.java;MockHeaders;67;private;True;0;1;2;0;0;10;12;True;9
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/server/MockServerWebExchange.java;MockServerWebExchange;100;public;True;1;0;0;0;0;5;5;False;1
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/web/server/MockWebSession.java;MockWebSession;81;public;True;0;1;0;0;0;12;12;False;12
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/env/MockEnvironment.java;MockEnvironment;30;public;True;1;0;0;0;0;2;2;False;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/env/MockPropertySource.java;MockPropertySource;64;public;True;1;0;0;0;0;2;2;False;0
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/http/MockHttpOutputMessage.java;MockHttpOutputMessage;48;public;True;0;1;0;0;0;5;5;False;2
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/http/MockHttpInputMessage.java;MockHttpInputMessage;29;public;True;0;1;0;0;0;2;2;False;2
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/http/server/reactive/MockServerHttpResponse.java;MockServerHttpResponse;104;public;True;1;0;0;5;0;5;10;False;7
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/http/server/reactive/MockServerHttpRequest.java;MockServerHttpRequest;541;public;True;1;0;0;2;0;15;17;False;8
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/http/client/MockAsyncClientHttpRequest.java;MockAsyncClientHttpRequest;19;public;True;1;1;0;0;0;1;1;False;1
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/http/client/MockClientHttpRequest.java;MockClientHttpRequest;103;public;True;1;1;0;1;0;9;10;False;5
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/http/client/MockClientHttpResponse.java;MockClientHttpResponse;50;public;True;1;1;0;0;0;4;4;False;4
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/http/client/reactive/MockClientHttpRequest.java;MockClientHttpRequest;113;public;True;1;0;0;2;0;9;11;False;8
spring-framework;spring-framework/spring-test/src/main/java/org/springframework/mock/http/client/reactive/MockClientHttpResponse.java;MockClientHttpResponse;102;public;True;0;1;2;0;0;10;12;False;6
spring-framework;spring-framework/spring-context/src/test/java/org/springframework/jmx/export/MBeanExporterTests.java;MockMBeanExporterListener;24;private;True;0;1;0;0;0;4;4;True;2
spring-framework;spring-framework/spring-context/src/test/java/org/springframework/mock/env/MockEnvironment.java;MockEnvironment;32;public;True;1;0;0;0;0;2;2;False;0
spring-framework;spring-framework/spring-context/src/test/java/org/springframework/aop/framework/AbstractAopProxyTests.java;MockTargetSource;62;package;True;0;1;0;0;0;7;7;True;4
spring-framework;spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/ComplexWebApplicationContext.java;MockMultipartResolver;39;public;True;0;1;0;0;0;3;3;True;3
spring-framework;spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/config/MvcNamespaceTests.java;TestMockServletContext;17;private;True;1;0;0;0;0;2;2;True;2
spring-framework;spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/config/annotation/DefaultServletHandlerConfigurerTests.java;DispatchingMockServletContext;10;private;True;1;0;0;0;0;1;1;True;1
spring-framework;spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/tags/ArgumentTagTests.java;MockArgumentSupportTag;14;private;True;1;1;1;0;0;1;2;False;1
spring-framework;spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/tags/ParamTagTests.java;MockParamSupportTag;15;private;True;1;1;0;0;0;2;2;False;1
spring-framework;spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/support/DispatcherServletInitializerTests.java;MyMockServletContext;10;private;True;1;0;0;0;0;1;1;False;1
spring-framework;spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/support/MockFilterRegistration.java;MockFilterRegistration;77;package;True;0;1;0;0;0;13;13;False;11
spring-framework;spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/support/AnnotationConfigDispatcherServletInitializerTests.java;MyMockServletContext;31;private;True;1;0;0;0;0;3;3;False;3
spring-framework;spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/support/MockServletRegistration.java;MockServletRegistration;90;package;True;0;1;0;0;0;16;16;False;14
spring-framework;spring-framework/spring-beans/src/test/java/org/springframework/beans/support/PagedListHolderTests.java;MockFilter;53;public;True;0;0;0;0;0;8;8;True;2
spring-framework;spring-framework/spring-beans/src/test/java/org/springframework/beans/factory/config/PropertyResourceConfigurerTests.java;MockPreferencesFactory;16;public;True;0;1;0;0;0;2;2;True;2
spring-framework;spring-framework/spring-beans/src/test/java/org/springframework/beans/factory/config/PropertyResourceConfigurerTests.java;MockPreferences;61;public;True;1;0;0;9;0;0;9;True;9
spring-framework;spring-framework/spring-beans/src/test/java/org/springframework/beans/factory/parsing/ParseStateTests.java;MockEntry;3;private;True;0;1;0;0;0;0;0;True;0
spring-framework;spring-framework/spring-core/src/test/java/org/springframework/core/env/ProfilesTests.java;MockActiveProfiles;22;private;True;0;1;0;0;0;1;1;True;1
spring-framework;spring-framework/spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java;MockReference;42;private;True;0;1;0;0;0;5;5;True;4
spring-framework;spring-framework/spring-core/src/test/java/org/springframework/util/AutoPopulatingListTests.java;MockElementFactory;9;private;True;0;1;0;0;0;1;1;True;1
spring-framework;spring-framework/spring-core/src/testFixtures/java/org/springframework/core/testfixture/env/MockPropertySource.java;MockPropertySource;66;public;True;1;0;0;0;0;2;2;False;0
