project,file,class,changes,distinct_authors
lucene-solr,lucene-solr/solr/contrib/velocity/src/test/org/apache/solr/velocity/MockTool.java,mocktool,2,2
lucene-solr,lucene-solr/solr/contrib/ltr/src/test/org/apache/solr/ltr/TestLTRReRankingPipeline.java,mockmodel,2,2
lucene-solr,lucene-solr/solr/test-framework/src/java/org/apache/solr/core/MockFSDirectoryFactory.java,mockfsdirectoryfactory,14,5
lucene-solr,lucene-solr/solr/test-framework/src/java/org/apache/solr/core/MockDirectoryFactory.java,mockdirectoryfactory,20,7
lucene-solr,lucene-solr/solr/test-framework/src/java/org/apache/solr/core/MockConcurrentMergeScheduler.java,mockconcurrentmergescheduler,1,1
lucene-solr,lucene-solr/solr/test-framework/src/java/org/apache/solr/core/MockTracerConfigurator.java,mocktracerconfigurator,1,1
lucene-solr,lucene-solr/solr/test-framework/src/java/org/apache/solr/analysis/MockTokenizerFactory.java,mocktokenizerfactory,8,5
lucene-solr,lucene-solr/solr/test-framework/src/java/org/apache/solr/analysis/MockCharFilterFactory.java,mockcharfilterfactory,6,4
lucene-solr,lucene-solr/solr/test-framework/src/java/org/apache/solr/analysis/MockTokenFilterFactory.java,mocktokenfilterfactory,5,4
lucene-solr,lucene-solr/solr/test-framework/src/java/org/apache/solr/analysis/StringMockSolrResourceLoader.java,stringmocksolrresourceloader,6,3
lucene-solr,lucene-solr/solr/test-framework/src/java/org/apache/solr/cloud/MockZkStateReader.java,mockzkstatereader,1,1
lucene-solr,lucene-solr/solr/test-framework/src/java/org/apache/solr/cloud/MockSolrZkClient.java,mocksolrzkclient,1,1
retrofit,retrofit/retrofit-mock/src/main/java/retrofit2/mock/MockRetrofitIOException.java,mockretrofitioexception,1,1
retrofit,retrofit/retrofit-mock/src/main/java/retrofit2/mock/MockRetrofit.java,mockretrofit,5,2
retrofit,retrofit/samples/src/main/java/com/example/retrofit/SimpleMockService.java,simplemockservice,12,1
retrofit,retrofit/samples/src/main/java/com/example/retrofit/SimpleMockService.java,mockgithub,8,1
spring-boot,spring-boot/spring-boot-project/spring-boot-test/src/main/java/org/springframework/boot/test/web/client/MockServerRestTemplateCustomizer.java,mockserverresttemplatecustomizer,1,1
spring-boot,spring-boot/spring-boot-project/spring-boot-test/src/main/java/org/springframework/boot/test/mock/web/SpringBootMockServletContext.java,springbootmockservletcontext,1,1
spring-boot,spring-boot/spring-boot-project/spring-boot-tools/spring-boot-loader-tools/src/test/java/org/springframework/boot/loader/tools/RepackagerTests.java,mocklauncherscript,2,1
spring-boot,spring-boot/spring-boot-project/spring-boot-tools/spring-boot-loader/src/test/java/org/springframework/boot/loader/jar/CentralDirectoryParserTests.java,mockcentraldirectoryvisitor,2,2
spring-boot,spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/test/java/org/springframework/boot/test/autoconfigure/web/servlet/mockmvc/ExampleMockableService.java,examplemockableservice,1,1
spring-boot,spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/servlet/MockMvcWebDriverAutoConfiguration.java,mockmvcwebdriverautoconfiguration,3,2
spring-boot,spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/servlet/MockMvcPrintOnlyOnFailureTestExecutionListener.java,mockmvcprintonlyonfailuretestexecutionlistener,2,1
spring-boot,spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/servlet/MockMvcAutoConfiguration.java,mockmvcautoconfiguration,2,2
spring-boot,spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/servlet/MockMvcAutoConfiguration.java,mockmvcdispatcherservletcustomizer,1,1
spring-boot,spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/servlet/MockMvcSecurityConfiguration.java,mockmvcsecurityconfiguration,2,2
spring-boot,spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/servlet/MockMvcSecurityConfiguration.java,securitymockmvcbuildercustomizer,1,1
spring-boot,spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/servlet/SpringBootMockMvcBuilderCustomizer.java,springbootmockmvcbuildercustomizer,7,4
spring-boot,spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/servlet/MockMvcWebClientAutoConfiguration.java,mockmvcwebclientautoconfiguration,2,1
spring-boot,spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/client/MockRestServiceServerAutoConfiguration.java,mockrestserviceserverautoconfiguration,2,2
spring-boot,spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/web/client/MockRestServiceServerResetTestExecutionListener.java,mockrestserviceserverresettestexecutionlistener,1,1
spring-boot,spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/restdocs/RestDocsAutoConfiguration.java,restdocsmockmvcconfiguration,5,4
spring-boot,spring-boot/spring-boot-project/spring-boot-test-autoconfigure/src/main/java/org/springframework/boot/test/autoconfigure/restdocs/RestDocsMockMvcBuilderCustomizer.java,restdocsmockmvcbuildercustomizer,2,1
spring-boot,spring-boot/spring-boot-project/spring-boot-devtools/src/test/java/org/springframework/boot/devtools/test/MockClientHttpRequestFactory.java,mockclienthttprequestfactory,2,1
spring-boot,spring-boot/spring-boot-project/spring-boot-devtools/src/test/java/org/springframework/boot/devtools/test/MockClientHttpRequestFactory.java,mockrequest,1,1
spring-boot,spring-boot/spring-boot-project/spring-boot-devtools/src/test/java/org/springframework/boot/devtools/restart/MockRestartInitializer.java,mockrestartinitializer,1,1
spring-boot,spring-boot/spring-boot-project/spring-boot-devtools/src/test/java/org/springframework/boot/devtools/restart/server/RestartServerTests.java,mockrestartserver,2,2
spring-boot,spring-boot/spring-boot-project/spring-boot-devtools/src/test/java/org/springframework/boot/devtools/env/DevToolsHomePropertiesPostProcessorTests.java,mockdevtoolhomepropertiespostprocessor,2,2
spring-boot,spring-boot/spring-boot-project/spring-boot-devtools/src/test/java/org/springframework/boot/devtools/env/DevToolPropertiesIntegrationTests.java,mockinitializer,1,1
spring-boot,spring-boot/spring-boot-project/spring-boot-devtools/src/test/java/org/springframework/boot/devtools/tunnel/server/SocketTargetServerConnectionTests.java,mockserver,3,2
spring-boot,spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/ResourceBannerTests.java,mockresourcebanner,3,2
spring-boot,spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/context/config/DelegatingApplicationContextInitializerTests.java,mockinita,2,2
spring-boot,spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/context/config/DelegatingApplicationContextInitializerTests.java,mockinitb,2,2
spring-boot,spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/context/config/DelegatingApplicationListenerTests.java,mockinita,1,1
spring-boot,spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/context/config/DelegatingApplicationListenerTests.java,mockinitb,2,2
spring-boot,spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/context/properties/source/MockConfigurationPropertySource.java,mockconfigurationpropertysource,1,1
spring-boot,spring-boot/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/origin/MockOrigin.java,mockorigin,2,1
spring-framework,spring-framework/spring-context-support/src/test/java/org/springframework/mail/javamail/JavaMailSenderTests.java,mockjavamailsender,1,1
spring-framework,spring-framework/spring-context-support/src/test/java/org/springframework/mail/javamail/JavaMailSenderTests.java,mocktransport,7,6
spring-framework,spring-framework/spring-tx/src/test/java/org/springframework/transaction/MockJtaTransaction.java,mockjtatransaction,1,1
spring-framework,spring-framework/spring-tx/src/test/java/org/springframework/transaction/MockCallbackPreferringTransactionManager.java,mockcallbackpreferringtransactionmanager,3,3
spring-framework,spring-framework/spring-tx/src/test/java/org/springframework/transaction/jta/MockUOWManager.java,mockuowmanager,6,5
spring-framework,spring-framework/spring-web/src/test/java/org/springframework/core/task/MockRunnable.java,mockrunnable,1,1
spring-framework,spring-framework/spring-web/src/test/java/org/springframework/web/context/ContextLoaderInitializerTests.java,mymockservletcontext,1,1
spring-framework,spring-framework/spring-web/src/test/java/org/springframework/web/jsf/MockLifecycle.java,mocklifecycle,1,1
spring-framework,spring-framework/spring-web/src/test/java/org/springframework/web/jsf/MockFacesContext.java,mockfacescontext,3,3
spring-framework,spring-framework/spring-web/src/test/java/org/springframework/web/multipart/commons/CommonsMultipartResolverTests.java,mockcommonsmultipartresolver,5,5
spring-framework,spring-framework/spring-web/src/test/java/org/springframework/web/multipart/commons/CommonsMultipartResolverTests.java,mockfileitem,6,4
spring-framework,spring-framework/spring-web/src/test/java/org/springframework/web/filter/DelegatingFilterProxyTests.java,mockfilter,3,3
spring-framework,spring-framework/spring-web/src/test/java/org/springframework/web/filter/CompositeFilterTests.java,mockfilter,3,3
spring-framework,spring-framework/spring-web/src/test/java/org/springframework/http/MockHttpInputMessage.java,mockhttpinputmessage,4,4
spring-framework,spring-framework/spring-web/src/test/java/org/springframework/http/client/InterceptingClientHttpRequestFactoryTests.java,requestfactorymock,1,1
spring-framework,spring-framework/spring-web/src/test/java/org/springframework/http/client/InterceptingClientHttpRequestFactoryTests.java,requestmock,4,4
spring-framework,spring-framework/spring-web/src/test/java/org/springframework/http/client/InterceptingClientHttpRequestFactoryTests.java,responsemock,3,3
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockJspWriter.java,mockjspwriter,4,4
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockSessionCookieConfig.java,mocksessioncookieconfig,4,4
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockRequestDispatcher.java,mockrequestdispatcher,3,3
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockFilterChain.java,mockfilterchain,7,5
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockMultipartHttpServletRequest.java,mockmultiparthttpservletrequest,8,6
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockServletConfig.java,mockservletconfig,4,4
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockFilterConfig.java,mockfilterconfig,4,4
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockPart.java,mockpart,8,4
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockBodyContent.java,mockbodycontent,4,4
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockServletContext.java,mockservletcontext,20,9
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockHttpServletResponse.java,mockhttpservletresponse,38,12
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockAsyncContext.java,mockasynccontext,12,10
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockHttpServletRequest.java,mockhttpservletrequest,39,11
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockMultipartFile.java,mockmultipartfile,3,3
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockPageContext.java,mockpagecontext,8,6
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockHttpSession.java,mockhttpsession,13,8
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockExpressionEvaluator.java,mockexpressionevaluator,7,6
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/servlet/MockCookie.java,mockcookie,7,4
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/server/MockServerWebExchange.java,mockserverwebexchange,6,3
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/server/MockWebSession.java,mockwebsession,2,2
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/http/server/reactive/MockServerHttpResponse.java,mockserverhttpresponse,19,6
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/http/server/reactive/MockServerHttpRequest.java,mockserverhttprequest,17,5
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/http/client/reactive/MockClientHttpRequest.java,mockclienthttprequest,6,2
spring-framework,spring-framework/spring-web/src/testFixtures/java/org/springframework/web/testfixture/http/client/reactive/MockClientHttpResponse.java,mockclienthttpresponse,9,5
spring-framework,spring-framework/spring-test/src/test/java/org/springframework/test/web/servlet/setup/StandaloneMockMvcBuilderTests.java,standalonemockmvcbuildertests,15,7
spring-framework,spring-framework/spring-test/src/test/java/org/springframework/test/web/servlet/setup/StandaloneMockMvcBuilderTests.java,teststandalonemockmvcbuilder,2,2
spring-framework,spring-framework/spring-test/src/test/java/org/springframework/test/web/servlet/setup/ConditionalDelegatingFilterProxyTests.java,mockfilter,2,2
spring-framework,spring-framework/spring-test/src/test/java/org/springframework/test/web/reactive/server/MockServerSpecTests.java,mockserverspectests,4,3
spring-framework,spring-framework/spring-test/src/test/java/org/springframework/test/web/reactive/server/MockServerSpecTests.java,testmockserverspec,1,1
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/context/web/socket/MockServerContainerContextCustomizerFactory.java,mockservercontainercontextcustomizerfactory,3,3
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/context/web/socket/MockServerContainer.java,mockservercontainer,3,2
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/context/web/socket/MockServerContainerContextCustomizer.java,mockservercontainercontextcustomizer,4,3
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/MockMvcBuilderSupport.java,mockmvcbuildersupport,4,3
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/MockMvcBuilderSupport.java,mockmvcbuildexception,1,1
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/MockMvc.java,mockmvc,17,7
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/result/MockMvcResultMatchers.java,mockmvcresultmatchers,14,7
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/result/MockMvcResultHandlers.java,mockmvcresulthandlers,6,3
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/setup/MockMvcBuilders.java,mockmvcbuilders,6,5
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/setup/MockMvcConfigurerAdapter.java,mockmvcconfigureradapter,2,2
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/setup/StandaloneMockMvcBuilder.java,standalonemockmvcbuilder,22,8
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/setup/AbstractMockMvcBuilder.java,abstractmockmvcbuilder,14,8
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/setup/DefaultMockMvcBuilder.java,defaultmockmvcbuilder,5,5
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/request/MockHttpServletRequestBuilder.java,mockhttpservletrequestbuilder,48,18
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/request/MockMultipartHttpServletRequestBuilder.java,mockmultiparthttpservletrequestbuilder,9,8
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/request/MockMvcRequestBuilders.java,mockmvcrequestbuilders,17,11
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/htmlunit/MockMvcWebConnectionBuilderSupport.java,mockmvcwebconnectionbuildersupport,11,8
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/htmlunit/MockWebResponseBuilder.java,mockwebresponsebuilder,11,7
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/htmlunit/MockMvcWebConnection.java,mockmvcwebconnection,16,9
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/htmlunit/MockMvcWebClientBuilder.java,mockmvcwebclientbuilder,7,4
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/htmlunit/HtmlUnitRequestBuilder.java,htmlunitmockhttpservletrequest,6,4
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/htmlunit/HtmlUnitRequestBuilder.java,htmlunitmockhttpsession,5,5
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/servlet/htmlunit/webdriver/MockMvcHtmlUnitDriverBuilder.java,mockmvchtmlunitdriverbuilder,7,4
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/reactive/server/DefaultMockServerSpec.java,defaultmockserverspec,2,2
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/reactive/server/AbstractMockServerSpec.java,abstractmockserverspec,11,2
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/client/MockRestServiceServer.java,mockrestserviceserver,22,7
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/client/MockRestServiceServer.java,mockclienthttprequestfactory,6,4
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/client/MockMvcClientHttpRequestFactory.java,mockmvcclienthttprequestfactory,7,5
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/client/response/MockRestResponseCreators.java,mockrestresponsecreators,4,4
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/test/web/client/match/MockRestRequestMatchers.java,mockrestrequestmatchers,22,10
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockJspWriter.java,mockjspwriter,6,5
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockSessionCookieConfig.java,mocksessioncookieconfig,4,4
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockRequestDispatcher.java,mockrequestdispatcher,6,5
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockFilterChain.java,mockfilterchain,10,6
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockMultipartHttpServletRequest.java,mockmultiparthttpservletrequest,9,8
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockServletConfig.java,mockservletconfig,5,5
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockFilterConfig.java,mockfilterconfig,6,5
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockPart.java,mockpart,6,3
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockBodyContent.java,mockbodycontent,5,5
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockServletContext.java,mockservletcontext,33,12
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockHttpServletResponse.java,mockhttpservletresponse,50,18
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockAsyncContext.java,mockasynccontext,13,7
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockHttpServletRequest.java,mockhttpservletrequest,61,18
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockMultipartFile.java,mockmultipartfile,6,4
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockPageContext.java,mockpagecontext,12,8
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockHttpSession.java,mockhttpsession,17,11
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockExpressionEvaluator.java,mockexpressionevaluator,8,6
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/MockCookie.java,mockcookie,10,6
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/reactive/function/server/MockServerRequest.java,mockserverrequest,21,5
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/reactive/function/server/MockServerRequest.java,mockheaders,1,1
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/server/MockServerWebExchange.java,mockserverwebexchange,8,4
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/web/server/MockWebSession.java,mockwebsession,2,2
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/env/MockEnvironment.java,mockenvironment,3,3
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/env/MockPropertySource.java,mockpropertysource,1,1
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/http/MockHttpOutputMessage.java,mockhttpoutputmessage,11,8
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/http/MockHttpInputMessage.java,mockhttpinputmessage,8,6
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/http/server/reactive/MockServerHttpResponse.java,mockserverhttpresponse,16,5
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/http/server/reactive/MockServerHttpRequest.java,mockserverhttprequest,19,4
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/http/client/MockAsyncClientHttpRequest.java,mockasyncclienthttprequest,4,4
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/http/client/MockClientHttpRequest.java,mockclienthttprequest,9,7
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/http/client/MockClientHttpResponse.java,mockclienthttpresponse,6,4
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/http/client/reactive/MockClientHttpRequest.java,mockclienthttprequest,12,6
spring-framework,spring-framework/spring-test/src/main/java/org/springframework/mock/http/client/reactive/MockClientHttpResponse.java,mockclienthttpresponse,12,6
spring-framework,spring-framework/spring-context/src/test/java/org/springframework/jmx/export/MBeanExporterTests.java,mockmbeanexporterlistener,3,3
spring-framework,spring-framework/spring-context/src/test/java/org/springframework/mock/env/MockEnvironment.java,mockenvironment,2,2
spring-framework,spring-framework/spring-context/src/test/java/org/springframework/aop/framework/AbstractAopProxyTests.java,mocktargetsource,3,3
spring-framework,spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/ComplexWebApplicationContext.java,mockmultipartresolver,2,2
spring-framework,spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/config/MvcNamespaceTests.java,testmockservletcontext,3,3
spring-framework,spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/config/annotation/DefaultServletHandlerConfigurerTests.java,dispatchingmockservletcontext,1,1
spring-framework,spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/tags/ArgumentTagTests.java,mockargumentsupporttag,1,1
spring-framework,spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/tags/ParamTagTests.java,mockparamsupporttag,3,3
spring-framework,spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/support/DispatcherServletInitializerTests.java,mymockservletcontext,4,4
spring-framework,spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/support/MockFilterRegistration.java,mockfilterregistration,3,3
spring-framework,spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/support/AnnotationConfigDispatcherServletInitializerTests.java,mymockservletcontext,5,4
spring-framework,spring-framework/spring-webmvc/src/test/java/org/springframework/web/servlet/support/MockServletRegistration.java,mockservletregistration,4,4
spring-framework,spring-framework/spring-beans/src/test/java/org/springframework/beans/support/PagedListHolderTests.java,mockfilter,2,2
spring-framework,spring-framework/spring-beans/src/test/java/org/springframework/beans/factory/config/PropertyResourceConfigurerTests.java,mockpreferencesfactory,3,3
spring-framework,spring-framework/spring-beans/src/test/java/org/springframework/beans/factory/config/PropertyResourceConfigurerTests.java,mockpreferences,3,3
spring-framework,spring-framework/spring-beans/src/test/java/org/springframework/beans/factory/parsing/ParseStateTests.java,mockentry,1,1
spring-framework,spring-framework/spring-core/src/test/java/org/springframework/core/env/ProfilesTests.java,mockactiveprofiles,3,3
spring-framework,spring-framework/spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java,mockreference,3,3
spring-framework,spring-framework/spring-core/src/test/java/org/springframework/util/AutoPopulatingListTests.java,mockelementfactory,4,4
spring-framework,spring-framework/spring-core/src/testFixtures/java/org/springframework/core/testfixture/env/MockPropertySource.java,mockpropertysource,2,2
